iter	Passed	Remaining
405	3704	5419
406	3710	5406
407	3717	5394
408	3724	5382
409	3738	5379
410	3743	5364
411	3750	5352
412	3756	5338
413	3762	5325
414	3767	5311
415	3773	5297
416	3778	5282
417	3785	5271
418	3790	5256
419	3795	5242
420	3801	5227
421	3807	5215
422	3814	5203
423	3819	5188
424	3825	5175
425	3829	5160
426	3835	5146
427	3840	5132
428	3844	5117
429	3849	5103
430	3854	5088
431	3861	5077
432	3868	5065
433	3876	5054
434	3885	5046
435	3893	5036
436	3900	5024
437	3962	5083
438	3969	5072
439	3978	5063
440	3986	5053
441	3993	5041
442	4001	5031
443	4010	5022
444	4017	5011
445	4025	5000
446	4032	4988
447	4039	4976
448	4046	4965
449	4053	4954
450	4061	4944
451	4069	4934
452	4076	4922
453	4084	4911
454	4092	4902
455	4099	4890
456	4105	4878
457	4112	4867
458	4119	4856
459	4126	4844
460	4133	4832
461	4141	4822
462	4147	4810
463	4154	4799
464	4162	4788
465	4169	4777
466	4178	4769
467	4189	4762
468	4197	4752
469	4204	4741
470	4211	4730
471	4218	4719
472	4225	4708
473	4232	4696
474	4240	4686
475	4246	4674
476	4254	4664
477	4260	4653
478	4267	4641
479	4275	4631
480	4282	4620
481	4288	4609
482	4296	4598
483	4303	4587
484	4310	4577
485	4317	4566
486	4324	4555
487	4331	4544
488	4337	4533
489	4345	4522
490	4352	4511
491	4358	4500
492	4365	4489
493	4372	4478
494	4379	4468
495	4386	4457
496	4393	4446
497	4400	4435
498	4407	4425
499	4414	4414
500	4421	4403
501	4429	4393
502	4435	4382
503	4442	4371
504	4448	4360
505	4455	4349
506	4462	4339
507	4469	4328
508	4476	4317
509	4483	4307
510	4490	4297
511	4497	4286
512	4505	4276
513	4511	4266
514	4518	4255
515	4525	4244
516	4532	4234
517	4539	4224
518	4546	4213
519	4554	4203
520	4578	4209
521	4588	4201
522	4594	4190
523	4601	4180
524	4608	4169
525	4615	4158
526	4632	4158
527	4640	4147
528	4659	4148
529	4667	4139
530	4717	4166
531	4723	4155
532	4731	4145
533	4738	4135
534	4771	4147
535	4778	4136
536	4785	4125
537	4791	4114
538	4798	4103
539	4807	4095
540	4816	4086
541	4823	4076
542	4830	4065
543	4837	4055
544	4847	4047
545	4854	4036
546	4861	4026
547	4868	4015
548	4875	4005
549	4882	3995
550	4889	3984
551	4896	3974
552	4903	3963
553	4906	3950
554	4913	3939
555	4921	3930
556	4928	3919
557	4935	3909
558	4941	3898
559	4948	3888
560	4955	3878
561	4963	3867
562	4970	3857
563	4977	3847
564	4984	3837
565	4990	3826
566	4998	3816
567	5005	3807
568	5012	3796
569	5019	3786
570	5026	3776
571	5032	3765
572	5040	3756
573	5047	3746
574	5054	3736
575	5061	3725
576	5068	3715
577	5075	3705
578	5082	3695
579	5089	3685
580	5097	3676
581	5104	3665
582	5112	3656
583	5119	3646
584	5125	3636
585	5133	3626
586	5139	3616
587	5146	3606
588	5154	3596
589	5161	3586
590	5168	3576
591	5176	3567
592	5183	3557
593	5190	3547
594	5197	3537
595	5203	3527
596	5211	3518
597	5218	3508
598	5226	3499
599	5233	3489
600	5240	3478
601	5247	3469
602	5255	3460
603	5263	3450
604	5270	3440
605	5277	3430
606	5285	3422
607	5296	3414
608	5303	3405
609	5309	3394
610	5316	3384
611	5323	3374
612	5330	3365
613	5336	3355
614	5343	3345
615	5351	3335
616	5359	3326
617	5365	3316
618	5372	3306
619	5379	3297
620	5387	3287
621	5393	3277
622	5401	3268
623	5407	3258
624	5415	3249
625	5428	3242
626	5436	3234
627	5445	3225
628	5454	3217
629	5461	3207
630	5469	3198
631	5533	3221
632	5543	3213
633	5551	3205
634	5559	3195
635	5580	3193
636	5587	3184
637	5594	3174
638	5613	3171
639	5620	3161
640	5635	3156
641	5642	3146
642	5649	3136
643	5656	3127
644	5664	3117
645	5671	3107
646	5677	3097
647	5684	3087
648	5691	3078
649	5698	3068
650	5705	3058
651	5712	3048
652	5719	3039
653	5726	3029
654	5734	3020
655	5741	3010
656	5749	3001
657	5756	2991
658	5763	2982
659	5771	2972
660	5777	2963
661	5784	2953
662	5791	2943
663	5798	2934
664	5806	2925
665	5813	2915
666	5820	2905
667	5827	2896
668	5834	2886
669	5841	2877
670	5849	2867
671	5855	2858
672	5863	2848
673	5870	2839
674	5877	2829
675	5893	2824
676	5900	2815
677	5907	2805
678	5914	2796
679	5921	2786
680	5928	2777
681	5935	2767
682	5943	2758
683	5949	2748
684	5956	2739
685	5966	2731
686	5973	2721
687	5976	2710
688	5983	2700
689	5991	2691
690	6001	2683
691	6009	2674
692	6016	2665
693	6023	2655
694	6030	2646
695	6037	2637
696	6043	2627
697	6054	2619
698	6061	2610
699	6068	2600
700	6076	2591
701	6083	2582
702	6090	2573
703	6098	2564
704	6105	2554
705	6111	2545
706	6118	2535
707	6125	2526
708	6132	2517
709	6139	2507
710	6146	2498
711	6153	2489
712	6160	2479
713	6167	2470
714	6174	2461
715	6181	2451
716	6187	2442
717	6194	2432
718	6201	2423
719	6208	2414
720	6214	2404
721	6221	2395
722	6229	2386
723	6235	2377
724	6238	2366
725	6245	2357
726	6249	2346
727	6256	2337
728	6263	2328
729	6270	2319
730	6276	2309
731	6284	2300
732	6293	2292
733	6299	2283
734	6307	2273
735	6313	2264
736	6320	2255
737	6336	2249
738	6341	2239
739	6349	2231
740	6357	2222
741	6401	2225
742	6411	2217
743	6418	2208
744	6426	2199
745	6433	2190
746	6440	2181
747	6445	2171
748	6452	2162
749	6466	2155
750	6474	2146
751	6480	2137
752	6489	2128
753	6495	2119
754	6503	2110
755	6510	2101
756	6516	2091
757	6524	2083
758	6531	2073
759	6538	2064
760	6545	2055
761	6552	2046
762	6563	2038
763	6570	2029
764	6577	2020
765	6584	2011
766	6591	2002
767	6598	1993
768	6604	1983
769	6611	1974
770	6618	1965
771	6625	1956
772	6632	1947
773	6639	1938
774	6645	1929
775	6652	1920
776	6659	1911
777	6666	1902
778	6673	1893
779	6680	1884
780	6686	1875
781	6693	1866
782	6700	1856
783	6707	1847
784	6714	1839
785	6721	1830
786	6724	1819
787	6730	1810
788	6737	1801
789	6740	1791
790	6746	1782
791	6753	1773
792	6760	1764
793	6767	1755
794	6773	1746
795	6780	1737
796	6787	1728
797	6794	1719
798	6801	1710
799	6808	1702
800	6815	1693
801	6821	1684
802	6828	1675
803	6836	1666
804	6843	1657
805	6850	1648
806	6857	1639
807	6864	1631
808	6871	1622
809	6877	1613
810	6884	1604
811	6891	1595
812	6898	1586
813	6905	1577
814	6913	1569
815	6926	1561
816	6932	1552
817	6936	1543
818	6944	1534
819	6950	1525
820	6957	1516
821	6964	1508
822	6970	1499
823	6978	1490
824	6985	1481
825	6992	1472
826	6999	1464
827	7006	1455
828	7013	1446
829	7026	1439
830	7033	1430
831	7039	1421
832	7045	1412
833	7091	1411
834	7097	1402
835	7108	1394
836	7124	1387
837	7131	1378
838	7149	1372
839	7156	1363
840	7163	1354
841	7170	1345
842	7177	1336
843	7187	1328
844	7194	1319
845	7201	1310
846	7207	1302
847	7214	1293
848	7222	1284
849	7229	1275
850	7235	1266
851	7242	1258
852	7248	1249
853	7255	1240
854	7262	1231
855	7269	1222
856	7276	1214
857	7281	1205
858	7288	1196
859	7294	1187
860	7302	1178
861	7309	1170
862	7316	1161
863	7323	1152
864	7330	1144
865	7341	1135
866	7349	1127
867	7356	1118
868	7363	1110
869	7370	1101
870	7377	1092
871	7384	1083
872	7390	1075
873	7398	1066
874	7405	1057
875	7411	1049
876	7424	1041
877	7432	1032
878	7439	1024
879	7446	1015
880	7454	1006
881	7461	998
882	7468	989
883	7475	980
884	7482	972
885	7488	963
886	7495	954
887	7502	946
888	7510	937
889	7516	929
890	7523	920
891	7538	912
892	7546	904
893	7553	895
894	7561	887
895	7569	878
896	7576	870
897	7583	861
898	7590	852
899	7597	844
900	7604	835
901	7611	826
902	7627	819
903	7634	810
904	7641	802
905	7647	793
906	7655	784
907	7661	776
908	7668	767
909	7676	759
910	7682	750
911	7689	742
912	7696	733
913	7703	724
914	7710	716
915	7717	707
916	7724	699
917	7732	690
918	7739	682
919	7746	673
920	7753	665
921	7761	656
922	7769	648
923	7776	639
924	7782	631
925	7789	622
926	7797	614
927	7804	605
928	7811	597
929	7818	588
930	7825	579
931	7868	574
932	7876	565
933	7883	557
934	7915	550
935	7922	541
936	7929	533
937	7936	524
938	7944	516
939	7951	507
940	7958	499
941	7965	490
942	7972	481
943	7978	473
944	7985	464
945	7993	456
946	8000	447
947	8007	439
948	8014	430
949	8020	422
950	8028	413
951	8035	405
952	8041	396
953	8049	388
954	8056	379
955	8063	371
956	8069	362
957	8076	354
958	8083	345
959	8090	337
960	8097	328
961	8104	320
962	8111	311
963	8117	303
964	8124	294
965	8131	286
966	8137	277
967	8145	269
968	8151	260
969	8158	252
970	8165	243
971	8172	235
972	8179	226
973	8185	218
974	8192	210
975	8200	201
976	8207	193
977	8214	184
978	8221	176
979	8228	167
980	8234	159
981	8241	151
982	8248	142
983	8255	134
984	8262	125
985	8269	117
986	8276	109
987	8282	100
988	8289	92
989	8297	83
990	8303	75
991	8310	67
992	8317	58
993	8325	50
994	8332	41
995	8339	33
996	8345	25
997	8357	16
998	8365	8
999	8372	0
